web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,image
"1781563394-539","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T1 - Junto à Praia e Serviços","750 €","Buarcos - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-540","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Alugo Apartamento","800 €","Rio Tinto - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-541","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T4 mobilado, no Bairro Norton de Matos","1.000 €","Santo António dos Olivais - Hoje às 18:52","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-542","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Arrenda-se estúdio mobilado e equipado - Centro MArinha Grande","440 €","Marinha Grande - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-543","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T2 para arrendamento","1.200 €","Matosinhos E Leça Da Palmeira - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-544","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T1, com 2 quartos mobilados junto à Praça da República","650 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-545","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Estúdio - localizado em Carcavelos Lisbon","700 €","Carcavelos E Parede - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-546","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T2 Mobilado para Arrendar em Braga - Lomar | 82m², Garagem Fechada ...","890 €","Lomar E Arcos - Hoje às 11:49","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-547","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","- Apartamento T3, Centro da Benedita","800 €","Benedita - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-548","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T2 para arrendamento","1.150 €","Penha De França - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-549","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T1 Mobilado - Stº António de Caparica","1.150 €","Costa Da Caparica - Hoje às 17:09","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-550","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Estúdio - localizado em Marquês de Pombal Lisbon","1.250 €","Avenidas Novas - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-551","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T2 para arrendamento","1.100 €","São Vicente - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-552","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T2 Moderno no Monte Estoril em Alcabideche - Cascais","2.200 €","Alcabideche - Hoje às 14:04","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-553","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T2 em Benfica | 76 m² úteis | 82 m² de área bruta privativa","1.600 €","Benfica - Hoje às 20:07","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-554","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Arrenda-se Estúdio mobilado e equipado inserido no Condominio Monde...","700 €","Santo António dos Olivais - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-555","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T2 próximo HUC, Coimbra - Santo António dos Olivais","825 €Negociável","Santo António dos Olivais - Para o topo a 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-556","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T2 em excelente estado no Bairro Salgado Setúbal","1.250 €","Setúbal (São Julião, Nossa Senhora Da Anunciada E Santa Maria Da Graça) - Hoje às 14:48","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-557","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T3 com 120m² Quinta do Património, Sacavém","1.500 €","Sacavém E Prior Velho - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-558","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Casa com 1 quartos - localizado em Santo Ildefonso Porto","1.500 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-559","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Casa Pre fabricado T1 equipamentos incluídos","23.500 €","Marco - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-560","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T2 para alugar em Santo Tirso","700 €","Santo Tirso, Couto (Santa Cristina E São Miguel) E Burgães - 09 de junho de 2026","Seguir",""
"1781563394-561","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T0 na zona da Baixa","575 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - Hoje às 18:51","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-562","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T2 Remodelado e Equipado na Parede | Elevador | Zona Tranquila","1.500 €","Carcavelos E Parede - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-563","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T1 para arrendamento","1.150 €","Penha De França - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-564","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento Algarve","1.200 €Negociável","Quarteira - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-565","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento t2, para arrendar, mobilado,   lugar garagem duplo, METRO","1.890 €","Mafamude E Vilar Do Paraíso - Hoje às 12:29","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-566","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T2 na Estrada de Benfica, próximo Metro Alto dos Moinhos","1.500 €","São Domingos de Benfica - Hoje às 10:17","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-567","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T1  | Quinta da Courela – Seixal","1.150 €","Seixal, Arrentela E Aldeia De Paio Pires - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-568","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Situado em Odivelas, T2 remodelado para arrendamento.","1.100 €","Odivelas - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-569","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","T0 Novo. Covilhã.","530 €Negociável","Covilhã E Canhoso - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563394-570","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=9","Apartamento T3 em Prazeres","4.575 €","Estrela - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-571","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Alugo T3 em Odivelas","1.250 €","Odivelas - 10 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/984hrw452dw9-PT/image;s=510x420;q=50"
"1781563398-572","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T1 + 1 a 5 minutos do metro","1.100 €","Matosinhos E Leça Da Palmeira - Hoje às 11:07","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/xwp7jwabfj8p1-PT/image;s=510x383;q=50"
"1781563398-573","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Arrenda-se Apart T1","750 €","Arca E Ponte De Lima - Para o topo hoje às 19:47","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/ue8temt8v11a1-PT/image;s=510x680;q=50"
"1781563398-574","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Arrenda-se T1 remodelado (águas furtadas) Excelente localização","750 €","Mafamude E Vilar Do Paraíso - 12 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/cgvbzkipx00e3-PT/image;s=836x359;q=50"
"1781563398-575","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T2 Carnaxide","1.000 €","Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 12 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/wi5h1toafpvi2-PT/image;s=510x383;q=50"
"1781563398-576","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Arrenda-se T2 em S. Martinho do Bispo com Vista Panorâmica","750 €","São Martinho Do Bispo E Ribeira De Frades - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-577","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T2 para arrendamento","1.250 €","Vila Franca de Xira - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-578","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T0 NOVO  Com PISCINA e DESPESAS Todas INCLUÍDAS  de 500€ a  600€","500 €","Grijó E Sermonde - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-579","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Duplex T3- jardim e logradouro - Estrela, Lisboa","7.000 €","Estrela - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-580","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Alugo T3 Carnaxide","1.500 €Negociável","Carnaxide E Queijas - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-581","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T0 Rua Campo Alegre","695 €","Lordelo Do Ouro E Massarelos - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-582","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T1 com Terraço de 40 m² e 2 Estacionamentos – Avenida Gomes Pereira","1.600 €","Benfica - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-583","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Arrenda se t2 Sobralinho","800 €","Alverca Do Ribatejo E Sobralinho - 12 de junho de 2026","Seguir",""
"1781563398-584","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Arrendamento - Apartamento T1 - Creixomil , Guimarães","800 €","Creixomil - Hoje às 16:39","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-585","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T3 Luminoso no Coração de Algés – Localização Premium!","1.400 €","Algés, Linda-A-Velha E Cruz Quebrada-Dafundo - Hoje às 12:16","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-586","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T4 com estacionamento, em Telheiras, Lisboa","3.000 €","Lumiar - Hoje às 14:41","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-587","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","No Mondego Residence T0 com aparcamento, mobilado.","700 €","Santo António dos Olivais - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-588","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T3 nas Avenidas Novas","1.800 €","Avenidas Novas - Hoje às 07:39","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-589","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T1 para arrendamento anual mobilado e equipado no centro de Portimão","950 €","Portimão - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-590","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Moradia para Arrendar em Setúbal  - Mobilada e Equipada","1.350 €","Setúbal (São Julião, Nossa Senhora Da Anunciada E Santa Maria Da Graça) - Hoje às 11:31","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-591","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T2 apartamento em coimbra","750 €","Santa Clara E Castelo Viegas - Hoje às 10:06","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-592","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T2 Remodelado PC Simão da Veiga Junior 1, Santo Antônio Dos Cavaleiros","1.350 €","Santo António Dos Cavaleiros E Frielas - Hoje às 12:27","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-593","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Aluga-se Apartamento T2","380 €","Vila Pouca De Aguiar - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-594","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T1 em Cesar Oliveira de Azeméis","550 €","Cesar - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-595","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T2 em Silveira de 110,00 m2","950 €","Silveira - Hoje às 15:42","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-596","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T3 para Arrendamento - Brejos de Azeitão | Junto à Rotu...","1.000 €","Azeitão (São Lourenço E São Simão) - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-597","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T3, 2 casas de banho garagem e arrecadação","1.300 €","Castelo (Sesimbra) - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-598","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T4 de Luxo Living Sea Canidelo | Arrendamento Foz de Gaia","2.950 €","Santa Marinha E São Pedro Da Afurada - Hoje às 00:33","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-599","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T3 | Bairro do Junqueiro – Parede","1.500 €","Carcavelos E Parede - Hoje às 09:16","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-600","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T1 Duplex totalmente equipado e mobilado","950 €","Ramalde - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-601","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T3 Remodelado, em S. Vitor, Braga","1.100 €","São Victor - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-602","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T1 Arrendamento em Vilar de Pinheiro,Vila do Conde","800 €","Vilar De Pinheiro - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-603","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T3 para Arrendamento no Centro da Cidade de Torres Novas","950 €","Torres Novas (Santa Maria, Salvador E Santiago) - Hoje às 12:45","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-604","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T1 –  Curta Duração","600 €","São Victor - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-605","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","T1 Barreiros","950 €","São Martinho - Hoje às 18:05","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-606","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Arrendamento de Estúdio em Campolide","1.100 €","Campolide - Hoje às 18:02","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-607","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento T2","800 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-608","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","PENICHE T2 - Praia da Consolação","700 €","Atouguia da Baleia - Hoje às 11:44","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-609","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Apartamento com 2 quartos - localizado em Alameda Lisbon","1.190 €","Areeiro - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563398-610","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=7","Alugar T3 a partir de Julho 2026","950 €","Carapinheira - Hoje às 14:21","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563401-611","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=6","Arrendamento T2 + 1 Maia","1.200 €","Cidade Da Maia - 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/jdr1xxki3g4h2-PT/image;s=510x383;q=50"
"1781563401-612","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=6","Apartamento T3 Alto do Bexiga Santarém","950 €","União de Freguesias da cidade de Santarém - 10 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/p78jr1l8lxxr2-PT/image;s=510x383;q=50"
"1781563401-613","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=6","T1 acolhedor e funcional | Zona tranquila","800 €Negociável","Ermesinde - 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/jti3nib4hn5c-PT/image;s=510x680;q=50"
